SMILES,Probability
Cc1ccc2c(c1)C(C)C(CCCN(C)C)C1=C(C1)N2,0.7840442061424255
CC(C)(C)C,0.7287271022796631
CCCCCC,0.7885003685951233
CN(C)CCON=C1c2ccccc2CCc2ccccc21,0.8153662085533142
CC(C)(O)C(O)c1ccc(O)cc1,0.6195903420448303
CCC,0.7700357437133789
Cc1cc(O)ccc1C=C1[C]2CN(C)C2CC1=O,0.7518748641014099
CCNc1cccc(C)c1C=Cc1ccccc1,0.8082298636436462
CC(=O)c1cncn1CC1CCCCC1,0.771442711353302
CCCC(C)C1(C)C(=O)NC(=O)NC1=O,0.7866606712341309
CCN(CC)C(=O)C1CCn2cnc1c2C(C)C,0.681125819683075
CC(C)C,0.7700357437133789
C=C,0.7302247285842896
NCCc1ccccc1,0.7357119917869568
CNCCc1ccccn1,0.751578688621521
CN(C)CCON1c2ccccc2C=Cc2ccccc21,0.8545571565628052
CN1C(=O)CC(c2ccccc2)C1=O,0.8634904623031616
NC1=NC(=O)C1N(C(=O)C1=CC1)c1ccccc1,0.7804273962974548
Cc1ccc2c(c1)C(c1ccccc1)=NCC(=O)N2C,0.8412351012229919
NC(=O)NO,0.6595449447631836
NC(=O)Nc1cccc(O)c1O,0.6367582082748413
CN1C(=O)CCC1Cc1ccccc1,0.7985914349555969
Cc1ccc2[nH]c(=O)nc(-c3ccccc3)c2c1,0.7376815676689148
CCN1c2ccccc2Sc2ccccc21,0.8574225306510925
CC(=C1CCC(=O)NC1=O)c1ccccc1,0.8103917241096497
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,0.8437331914901733
CCOC(=O)Oc1ccccc1C(C)C,0.8000978231430054
C=C,0.7302247285842896
CCCC(=O)C(=O)n1c2ccccc3sc3ccc(C)cc21,0.7722743153572083
NC1OCC(c2ccccc2)=NC1=O,0.820093035697937
CCC,0.7700357437133789
CC1CC(CNC(=O)c2cc(S(C)(=O)=O)ccc2N)N1C,0.7864288687705994
C=C,0.7302247285842896
CCc1ccccc1,0.8147568106651306
CC1CCCCN1,0.7583435773849487
O=C(O)Oc1cc2ccccc2s1,0.682999312877655
CCC(O)CC1(CC)C(=O)NC(=O)NC1=O,0.6999755501747131
Cc1ccc2c(c1)N(C)CCC(C)C2=O,0.781240701675415
CC(C)(C)OC(=O)C(C)(C)c1ccccc1,0.7035177946090698
CN(CCc1ccccc1)CCn1c(=O)[nH]c2ccccc21,0.8213124871253967
CC(=O)NC(C)NNC(O)c1ccccc1,0.7469841837882996
NC1CCCCCN1c1ccccc1,0.7346687912940979
CCCN1CCN(c2cccc(C)c2C)CC1,0.8323356509208679
C=C(C)OC(=O)O,0.6578854918479919
O=C(O)C1CCN(c2ccccc2)C1,0.6745074987411499
CN(C)CCC(N)N1c2ccccc2Sc2ccccc21,0.8163191080093384
C[N+](C)(C)CCO,0.5379555225372314
CCN(CC)CCOC(=O)c1ccc(NC2CCCCC2)cc1,0.7283194661140442
CCC,0.7700357437133789
NC(N)=O,0.720016598701477
CC(NN)c1ccccc1,0.7871986627578735
CN1CCN(CCCCOC2c3ccccc3N(C)c3ccccc32)CC1,0.8896288275718689
COc1cccc(C(O)(O)OC(C)C)c1,0.7554532885551453
CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,0.8712150454521179
CC1OC(c2cccc(Br)c2)CN(C)CCN1C,0.8810725212097168
CCN1N=NNC(=O)C(c2ccccc2)=C1SS,0.7859700322151184
Cc1cccc(C2=NCC(=O)N(C)c3ccc(C)cc32)c1,0.8412351012229919
Cc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,0.8795603513717651
CCCCCC,0.7885003685951233
COC(=O)C1(c2ccccc2)NNC(=O)NC1=O,0.6939553618431091
CC(C)C,0.7700357437133789
Cc1ccc(CCN(C)C)cc1O,0.816713809967041
CCN1CCCC1CNC(=O)C1=C(C)C(C(O)N(CC)C(=O)OC(C)(C)O)=C1,0.8384185433387756
CCOC(CC)CC(N)=O,0.8014600276947021
CNS(=O)(=O)c1ccc2c(c1)N(CCC1CCN(CCOC)CC1)c1ccccc1S2,0.8204635977745056
CN(C)c1cnccn1,0.6863056421279907
CCC,0.7700357437133789
CN1CCCC([C]([C]2CCCC2)c2ccccc2)CC1,0.8481928110122681
CCC(=O)c1ccc(C)cc1,0.808648943901062
C=C,0.7302247285842896
CC(=O)C1(O)CCCCC1,0.7390848994255066
CN(C)c1cnccn1,0.6863056421279907
Cc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,0.8795603513717651
CN1C(=S)CN=C(c2ccccc2)c2ccccc21,0.8711186647415161
CN(C)CCC(=O)CCn1c2c(ccccc3ccccc31)S2,0.8714474439620972
CC(N)C(=O)NNC(Br)c1ccncc1,0.7539212703704834
CN(C)CCCc1c2c(nc3ccc(O)cc13)N2C,0.8183183670043945
CC(=O)Nc1ccc(C)cc1,0.8134682774543762
CC(C)C1CCC(=O)OC1(C)C,0.7767567038536072
C=C,0.7302247285842896
Cc1cccc(C)c1OCC1CCCN(C)C1,0.8651975989341736
C=C,0.7302247285842896
CCCCCCC,0.8105090856552124
Cc1ccc2c(c1)C(c1ccccc1)=NCC(=O)N2C,0.8412351012229919
Cc1ccc(C(=O)NCCN2CCN(c3ccccc3)CC2)cc1,0.8388703465461731
CCn1ccc(=O)c(O)c1C,0.7018462419509888
CCCCCCC,0.8105090856552124
CCCCN1CCC(C(C)=O)CC1,0.8524279594421387
CCN1C(=O)CN=C(CN2CCN(C)CC2)c2cc(Br)ccc21,0.8777121305465698
CCOC(=O)c1ccc(O)cc1,0.717510461807251
CC(O)Cn1c2ccccc2n1C,0.6637229323387146
CCC1(CC)C(=O)NC(=O)NC1=O,0.7866606712341309
Cc1ccc2c(c1)C(c1ccccc1)=NCC(=S)N2CC(=O)O,0.7627423405647278
Cc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,0.8795603513717651
C1CCCCC1,0.7662922143936157
NC(N)=Nc1nc(-c2ccccc2)cs1,0.6200008392333984
Cc1cccc(C)c1NC1=NCC=C1,0.8579673171043396
CN(C(=O)O)c1cc[nH]c(=O)c1-c1ccccc1,0.6273403167724609
CN(C)CCc1ccccn1,0.8104305863380432
Cc1cccc(C(=O)C(=O)N(C)C)c1,0.6947774291038513
