SMILES,Predicted_activity,Probability
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(OC(N)=O)C2SC1,1,0.5315529108047485
CC1CCC(=O)NC2C(=O)C(C(=O)O)=C(CSc3nnnn3C)CSC12,1,0.8901554942131042
CC1C(CO)OC(C)(C)C2SCC(CSc3nnnn3C)=C(C(=O)O)C(=O)N12,1,0.9339867830276489
CC1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2)CC1,1,0.8832944631576538
CC(=O)OC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12,1,0.927137017250061
CC(=O)OC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12,1,0.927137017250061
CN1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2)CC1,1,0.9405321478843689
CC(=O)OC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12,1,0.927137017250061
CC(=O)OOC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12,1,0.9166659116744995
CCN1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2)CC1,1,0.9478779435157776
CN(C)C1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12,1,0.9331246018409729
CN1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CCN4)c3c2)CC1,1,0.9709779620170593
CN1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2)CC1,1,0.9405321478843689
CCN1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2)CC1,1,0.9478779435157776
CC(=O)OC1C(=O)N2C(C(=O)O)=C(COc3nnnn3C)CSC12,1,0.9110217094421387
CC1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2)CC1,1,0.8832944631576538
CN1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2)CC1,1,0.9405321478843689
CCCCCCCCCCCCCCCC[N+](C)(C)CC1CC1C,0,0.9556289911270142
CC1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2)CC1,1,0.8832944631576538
O=C(O)c1cn(C2CC2)c2cc(C3CCC(O)C3)ccc2c1=O,0,0.7964357733726501
COC1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2)CC1,1,0.898070216178894
CC1CCN(c2ccc3c(=O)c(C(=O)O)cn(-c4ccccc4)c3c2)CC1,1,0.7320073843002319
CC1=C(N)C(=O)C(S(C)(=O)=O)=C1,0,0.9977689981460571
CCC1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2)CC1,1,0.889667272567749
CC1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2)CC1,1,0.8832944631576538
CC(=O)OC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12,1,0.927137017250061
CC(=O)OC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12,1,0.927137017250061
CC1CCC2C(N)CNC1CC(CO)C2C,0,0.9978637099266052
CC(=O)OC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12,1,0.927137017250061
CC1CC(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2)C1,1,0.7483000159263611
CC(=O)OC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12,1,0.927137017250061
CC1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2)CC1,1,0.8832944631576538
CN1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2)C1,1,0.9296661019325256
CN1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2)CC1,1,0.9405321478843689
CCOC(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12,1,0.9265080690383911
CC(=O)OC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12,1,0.927137017250061
CC(=O)OC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12,1,0.927137017250061
CC(=O)OOC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12,1,0.9166659116744995
CC(=O)OC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12,1,0.927137017250061
CC(=O)OC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12,1,0.927137017250061
CCOC(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12,1,0.9265080690383911
CC(=O)OC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12,1,0.927137017250061
